country,weight,ai_heard,ai_cncexc,aireg_us,aireg_china,aireg_eu,aireg_country
6,0.379791715455543,2,2,4,4,4,4
6,0.675866253464484,1,1,4,4,4,4
6,0.379791715455543,1,3,8,8,8,8
6,1.93134237592444,1,2,3,3,4,3
6,0.268063338099538,1,3,3,3,3,3
6,0.394712344074502,2,3,2,3,2,2
6,1.36317371663153,2,2,2,2,3,2
6,1.09274144179036,2,1,2,2,3,2
6,0.268063338099538,1,3,2,3,1,2
6,0.752420184873059,1,3,2,3,2,3
6,1.18345842009572,2,2,4,4,2,4
6,0.477037693661134,2,3,3,3,3,3
6,0.668481859081514,1,3,4,3,3,3
6,0.723977744922967,2,2,3,3,3,3
6,0.668481859081514,1,3,3,4,1,1
6,0.668481859081514,2,1,2,4,1,4
6,0.825080109615206,1,3,3,3,2,2
6,1.10481242569991,2,3,2,2,2,2
6,1.13567125980902,1,3,4,4,4,4
6,1.06602773352843,2,2,4,4,2,2
6,1.22995217668292,2,3,2,1,1,2
6,1.09274144179036,1,3,3,3,3,3
6,1.03706127628957,3,3,1,4,1,1
6,0.620830828972905,2,2,8,8,8,8
6,3.12259687717844,2,1,1,1,1,1
6,0.620830828972905,2,3,4,2,4,2
6,1.60885921679711,1,1,1,1,3,4
6,0.443033274252025,2,3,2,2,3,2
6,0.620830828972905,1,2,4,2,4,2
6,2.40015440096513,2,2,1,1,1,1
6,0.771275166480861,2,2,3,3,2,3
6,1.46828848497874,3,2,2,2,3,3
6,0.394712344074502,2,2,3,4,3,3
6,0.731975175399763,2,2,3,4,2,2
6,0.723977744922967,1,1,2,1,8,2
6,0.443033274252025,2,2,2,1,3,2
6,1.74259430783196,2,2,8,8,8,8
6,0.471825664731624,2,3,2,2,4,2
6,1.69524396044894,2,3,1,1,2,3
6,1.18345842009572,1,2,3,8,8,4
6,3.24527229750776,3,2,3,2,2,2
6,1.10481242569991,2,2,2,3,2,2
6,0.268063338099538,2,2,3,4,3,3
6,0.383987090052786,1,3,4,4,4,4
6,0.490361970895938,2,3,2,2,2,1
6,2.20398104637864,2,1,9,2,2,2
6,0.675866253464484,2,2,3,3,3,3
6,0.278594567063667,1,3,2,2,8,1
6,2.29056740763403,1,3,2,2,8,2
6,1.36362527257387,2,2,3,2,3,3
6,0.271024503584061,2,3,1,2,4,2
6,0.443033274252025,1,3,3,3,2,2
6,1.40171308286139,2,2,2,1,1,1
6,2.37393074120124,1,3,2,2,4,2
6,0.278594567063667,1,2,3,8,3,3
6,0.834194368804399,1,1,2,2,2,2
6,0.914058315229953,1,3,3,2,2,3
6,0.771275166480861,1,3,2,4,2,1
6,0.627688845572699,2,2,4,4,1,2
6,0.675866253464484,1,2,2,1,4,1
6,0.645221003527382,1,3,2,2,2,4
6,0.675866253464484,2,3,2,3,2,2
6,0.477037693661134,1,1,2,2,2,2
6,1.36362527257387,2,1,1,1,1,1
6,0.825080109615206,1,3,4,4,2,4
6,3.24527229750776,1,1,1,2,1,2
6,1.09274144179036,1,3,3,4,3,3
6,0.268063338099538,1,1,2,4,1,2
6,0.477037693661134,1,2,3,3,3,3
6,0.801575749283947,1,2,9,9,9,8
6,1.03706127628957,2,2,2,2,2,4
6,0.675866253464484,1,3,3,1,1,4
6,1.45224622634328,1,1,2,4,2,2
6,1.06602773352843,2,3,2,2,2,2
6,0.771275166480861,1,2,2,3,2,2
6,0.379791715455543,1,1,2,3,1,3
6,0.379791715455543,1,2,4,4,2,4
6,0.477037693661134,2,2,2,4,4,4
6,2.25296813147268,2,2,1,1,1,3
6,1.69524396044894,2,2,3,4,4,8
6,1.03706127628957,2,1,8,4,3,2
6,0.752420184873059,2,3,9,9,9,9
6,1.36317371663153,2,2,2,8,8,3
6,0.383987090052786,2,2,3,4,3,3
6,1.36362527257387,2,2,3,8,2,3
6,0.379791715455543,1,2,4,4,4,4
6,1.03706127628957,1,3,3,3,3,2
6,0.394712344074502,1,1,2,4,2,2
6,0.645221003527382,1,1,4,1,3,3
6,0.645221003527382,2,3,3,4,3,3
6,0.278594567063667,2,1,1,4,1,1
6,0.771275166480861,2,3,8,8,8,8
6,1.62663150306353,1,2,8,8,8,8
6,1.02573052937896,2,8,9,9,9,9
6,0.723977744922967,2,3,2,2,4,2
6,0.914058315229953,1,3,2,1,2,4
6,1.50929967360071,2,3,2,2,2,2
6,0.477037693661134,2,2,4,4,4,4
6,0.857494492013443,1,2,2,2,8,2
6,1.19653151039893,3,1,1,1,1,1
6,0.477037693661134,2,3,3,1,4,1
6,3.24527229750776,2,3,2,4,4,4
6,1.34872654556738,1,1,3,3,2,2
6,1.09274144179036,2,2,2,2,2,1
6,1.46828848497874,1,3,8,4,2,2
6,0.268063338099538,2,3,2,2,2,1
6,1.13567125980902,1,2,4,4,4,8
6,1.40171308286139,2,3,3,3,3,3
6,3.15709068808275,2,3,2,2,2,2
6,1.18345842009572,2,2,2,4,2,4
6,1.09274144179036,2,2,2,3,2,2
6,1.60885921679711,1,1,2,3,2,2
6,0.825080109615206,1,1,4,4,2,4
6,2.22832735441669,2,2,8,2,3,8
6,1.67206541613515,1,1,1,2,2,1
6,0.620830828972905,1,2,2,2,3,2
6,0.825080109615206,1,1,1,4,1,4
6,0.694744068476743,1,2,2,2,4,2
6,0.455407764253166,1,2,4,4,4,4
6,1.10481242569991,2,3,3,3,3,3
6,0.477037693661134,2,3,3,4,2,3
6,1.18345842009572,2,3,2,1,2,8
6,0.949968326171763,2,1,3,3,3,4
6,0.668481859081514,1,1,4,4,3,4
6,1.13567125980902,2,2,8,8,2,2
6,0.914058315229953,1,1,4,4,4,4
6,1.50929967360071,1,1,1,4,2,3
6,0.455407764253166,2,2,8,8,8,8
6,0.477037693661134,2,1,1,1,3,1
6,0.438192771556284,2,2,3,4,2,3
6,0.857494492013443,1,1,2,4,2,4
6,0.723977744922967,2,3,2,2,3,3
6,0.801575749283947,2,1,1,2,1,2
6,1.67206541613515,1,1,2,2,2,2
6,0.771275166480861,2,3,8,8,8,8
6,0.443033274252025,2,3,2,3,4,2
6,0.645221003527382,2,2,3,3,3,2
6,0.443033274252025,2,3,2,3,3,2
6,1.19653151039893,2,3,2,1,3,2
6,0.278594567063667,2,1,2,8,3,2
6,1.06602773352843,1,3,2,2,2,2
6,1.13567125980902,2,3,8,4,8,8
6,0.438192771556284,2,3,3,1,3,2
6,1.69524396044894,2,2,8,8,8,8
6,1.34872654556738,1,3,4,1,2,1
6,1.34872654556738,2,3,8,8,8,8
6,0.278594567063667,2,3,2,2,2,2
6,0.271024503584061,1,2,2,2,3,3
6,0.694744068476743,2,3,1,2,1,1
6,0.394712344074502,1,2,4,4,4,4
6,0.801575749283947,2,2,3,4,3,3
6,0.825080109615206,1,2,2,4,2,4
6,0.443033274252025,2,3,2,8,4,8
6,0.471825664731624,2,2,2,3,2,3
6,0.394712344074502,1,2,3,3,3,4
6,1.03706127628957,1,3,1,1,2,2
6,0.825080109615206,1,3,2,4,2,2
6,0.825080109615206,2,1,1,9,2,1
6,0.825080109615206,1,3,1,1,1,1
6,0.627688845572699,1,1,2,2,3,1
6,0.731975175399763,1,2,2,2,3,2
6,0.723977744922967,2,3,8,8,2,3
6,0.675866253464484,1,2,4,4,4,4
6,1.67206541613515,1,2,4,4,3,3
6,1.19653151039893,3,8,3,8,8,8
6,0.771275166480861,2,3,8,8,8,8
6,0.668481859081514,1,3,2,4,1,2
6,1.13567125980902,2,3,4,4,4,4
6,0.394712344074502,1,1,2,2,2,3
6,2.65899160877979,1,3,2,2,2,2
6,0.620830828972905,2,2,2,4,2,2
6,0.825080109615206,1,2,2,4,2,3
6,0.477037693661134,1,3,2,3,2,2
6,0.857494492013443,1,3,3,3,2,3
6,0.394712344074502,2,3,4,4,3,3
6,0.752420184873059,2,2,1,2,4,2
6,1.03706127628957,1,2,3,4,2,4
6,0.471825664731624,2,3,3,2,3,8
6,2.22832735441669,3,3,2,2,2,2
6,0.668481859081514,2,3,9,9,2,2
6,0.779795068598939,2,3,8,8,8,8
6,0.914058315229953,1,3,4,4,4,4
6,0.443033274252025,2,3,2,8,2,2
6,0.825080109615206,1,1,2,2,2,2
6,1.46828848497874,1,3,1,1,2,2
6,0.675866253464484,2,2,3,3,4,3
6,1.74259430783196,1,1,3,3,1,8
6,0.694744068476743,2,2,1,2,2,2
6,1.60885921679711,1,3,2,4,2,2
6,0.438192771556284,1,3,2,2,3,2
6,0.268063338099538,1,3,1,2,1,1
6,0.379791715455543,1,1,2,3,2,2
6,0.271024503584061,2,3,2,2,2,3
6,1.09274144179036,1,2,8,8,2,8
6,1.34872654556738,1,1,2,1,1,1
6,1.02573052937896,2,3,1,2,2,2
6,0.914058315229953,1,2,4,2,2,4
6,0.771275166480861,2,3,8,1,4,4
6,0.675866253464484,2,8,8,3,8,8
6,0.490361970895938,1,3,3,8,3,3
6,0.438192771556284,2,3,3,3,2,2
6,1.74259430783196,2,2,3,4,2,3
6,0.752420184873059,1,2,2,1,2,2
6,0.278594567063667,2,3,8,8,8,8
6,0.455407764253166,2,3,2,4,2,2
6,0.668481859081514,2,3,8,2,3,4
6,0.268063338099538,2,2,2,2,2,2
6,1.91024087289886,3,3,1,1,1,1
6,2.46719380491528,2,1,2,1,2,3
6,2.22835260269051,2,3,8,4,8,4
6,0.620830828972905,1,3,4,4,3,4
6,3.24527229750776,2,1,4,2,2,4
6,0.627688845572699,1,2,3,1,4,3
6,1.22995217668292,2,3,2,2,3,1
6,0.477037693661134,1,3,1,2,4,1
6,2.65899160877979,1,3,3,4,2,3
6,0.779795068598939,2,2,4,4,8,8
6,0.668481859081514,2,3,4,4,4,4
6,0.379791715455543,1,1,2,2,1,2
6,0.278594567063667,1,3,2,4,2,4
6,0.627688845572699,1,3,2,3,2,2
6,0.438192771556284,1,3,2,2,2,2
6,1.03706127628957,2,2,3,3,3,3
6,0.723977744922967,2,2,2,4,2,2
6,0.752420184873059,1,2,2,2,2,1
6,0.271024503584061,2,3,2,2,2,2
6,1.18345842009572,2,2,8,8,8,8
6,2.65899160877979,1,1,2,2,2,2
6,0.675866253464484,1,2,4,4,4,2
6,1.03706127628957,2,1,2,2,2,2
6,0.438192771556284,1,3,2,4,2,8
6,0.268063338099538,1,2,1,3,4,1
6,0.271024503584061,2,3,3,4,2,2
6,0.857494492013443,1,2,2,4,2,8
6,1.67206541613515,1,3,1,1,1,1
6,1.06602773352843,1,3,1,1,1,1
6,0.723977744922967,3,2,1,1,1,1
6,0.443033274252025,1,1,2,3,2,2
6,2.25296813147268,2,3,4,4,3,3
6,2.46719380491528,1,2,2,2,3,8
6,1.74259430783196,1,3,1,4,2,1
6,1.62663150306353,2,3,2,4,4,2
6,0.438192771556284,2,2,2,3,3,8
6,0.271024503584061,9,3,9,1,3,2
6,0.278594567063667,1,3,3,3,3,3
6,3.24527229750776,2,3,2,1,4,2
6,0.752420184873059,2,1,2,2,2,2
6,1.69524396044894,1,2,2,2,8,8
6,0.779795068598939,3,2,4,4,1,3
6,1.36362527257387,1,1,2,8,1,2
6,0.771275166480861,2,2,4,3,2,4
6,2.46719380491528,2,3,2,2,2,2
6,0.675866253464484,1,3,2,4,2,4
6,0.438192771556284,2,2,2,3,2,4
6,0.490361970895938,2,3,3,3,3,3
6,0.645221003527382,1,3,4,4,4,4
6,0.383987090052786,1,3,4,4,4,4
6,0.379791715455543,1,1,4,2,2,8
6,0.268063338099538,2,3,2,3,2,2
6,3.15709068808275,2,2,8,8,8,4
6,1.19653151039893,2,3,8,8,4,2
6,1.93134237592444,1,3,4,3,8,3
6,2.37393074120124,2,3,4,4,4,4
6,0.477037693661134,2,2,2,2,2,2
6,0.801575749283947,1,3,8,4,2,3
6,1.06602773352843,2,3,1,3,3,1
6,0.490361970895938,1,1,2,8,2,2
6,0.771275166480861,2,2,8,2,4,2
6,2.22832735441669,2,3,8,2,8,8
6,0.627688845572699,1,3,3,3,2,2
6,0.801575749283947,2,3,2,3,2,8
6,1.19653151039893,2,2,9,2,2,2
6,0.477037693661134,2,3,2,3,2,3
6,0.268063338099538,2,2,2,4,1,8
6,0.771275166480861,2,2,4,3,2,4
6,0.471825664731624,2,3,8,3,4,3
6,0.438192771556284,2,2,4,2,4,1
6,0.668481859081514,2,3,2,1,2,2
6,0.379791715455543,1,3,8,2,2,3
6,0.394712344074502,1,1,4,4,4,4
6,0.825080109615206,1,2,4,4,4,4
6,0.620830828972905,1,1,4,8,2,2
6,0.438192771556284,2,2,2,3,2,3
6,0.834194368804399,2,2,1,1,2,2
6,0.268063338099538,1,2,1,1,1,1
6,1.10481242569991,2,2,1,1,1,1
6,0.271024503584061,2,2,2,2,2,8
6,0.675866253464484,1,2,1,4,1,3
6,0.394712344074502,1,3,3,2,2,3
6,0.443033274252025,2,3,2,3,3,3
6,0.383987090052786,1,3,4,8,2,1
6,0.394712344074502,2,2,4,4,4,4
6,0.825080109615206,1,3,2,1,2,2
6,0.477037693661134,3,3,8,2,8,8
6,0.668481859081514,1,1,2,4,2,2
6,0.394712344074502,2,2,4,4,8,8
6,0.477037693661134,2,3,3,4,2,2
6,1.09274144179036,2,3,3,3,8,2
6,0.471825664731624,2,8,2,2,2,2
6,1.40171308286139,1,1,3,3,2,3
6,0.455407764253166,1,3,8,3,4,1
6,0.675866253464484,1,1,1,1,1,1
6,0.752420184873059,2,1,3,3,2,2
6,1.45224622634328,1,2,3,3,3,2
6,0.455407764253166,2,3,4,3,3,3
6,0.271024503584061,2,2,4,4,3,4
6,1.22995217668292,2,3,1,2,3,1
6,2.22832735441669,3,8,2,3,3,2
6,0.490361970895938,2,3,1,1,2,8
6,1.46828848497874,1,1,3,4,2,8
6,0.379791715455543,2,1,4,4,2,8
6,3.12259687717844,1,3,2,2,4,2
6,2.65899160877979,1,2,1,1,1,1
6,1.74259430783196,2,2,3,3,3,3
6,0.443033274252025,1,2,2,2,1,2
6,0.694744068476743,1,3,2,2,1,3
6,1.10481242569991,1,2,2,3,2,8
6,1.18345842009572,2,3,8,1,2,2
6,0.731975175399763,2,2,2,2,2,2
6,3.24527229750776,3,3,8,8,8,8
6,1.02573052937896,2,3,2,2,2,2
6,0.731975175399763,3,8,2,2,9,2
6,0.752420184873059,2,3,1,9,8,1
6,1.50929967360071,2,1,3,3,2,3
6,2.22832735441669,2,2,3,3,2,3
6,0.731975175399763,1,3,1,1,4,1
6,1.69524396044894,2,3,1,1,1,1
6,0.779795068598939,2,2,2,3,2,2
6,1.46828848497874,2,3,2,2,3,3
6,0.268063338099538,1,1,1,2,1,1
6,1.13567125980902,2,3,2,3,2,1
6,1.13567125980902,2,3,2,2,2,2
6,0.471825664731624,2,3,2,4,2,2
6,0.438192771556284,1,1,8,3,2,2
6,0.383987090052786,1,3,3,4,1,1
6,0.914058315229953,1,3,2,2,2,2
6,1.69524396044894,2,2,2,2,2,2
6,1.46828848497874,2,1,2,2,3,1
6,0.779795068598939,1,3,3,2,3,8
6,0.438192771556284,2,3,3,3,2,2
6,0.92415547343551,1,3,3,2,1,2
6,0.379791715455543,1,1,4,2,4,2
6,0.271024503584061,3,8,8,8,8,8
6,0.645221003527382,2,3,2,1,2,8
6,0.668481859081514,2,2,2,2,2,2
6,0.668481859081514,1,3,4,4,4,4
6,0.455407764253166,2,3,2,2,1,2
6,1.46828848497874,1,3,3,8,2,8
6,0.471825664731624,1,2,2,2,2,2
6,0.620830828972905,2,3,8,8,2,4
6,1.19653151039893,2,3,3,3,3,3
6,0.694744068476743,2,1,4,4,4,4
6,2.72572750295724,3,3,4,8,3,1
6,1.10481242569991,2,2,8,2,3,3
6,0.379791715455543,1,3,3,8,3,4
6,0.443033274252025,2,2,8,8,4,8
6,1.46828848497874,2,2,4,4,4,4
6,1.93134237592444,2,3,1,1,1,1
6,0.668481859081514,2,3,2,3,2,3
6,0.825080109615206,2,1,2,4,2,2
6,0.675866253464484,1,3,1,1,1,1
6,0.771275166480861,2,3,3,2,4,2
6,0.278594567063667,1,3,2,2,2,2
6,0.268063338099538,2,3,8,4,2,4
6,2.65899160877979,2,2,4,2,2,8
6,1.40124891437995,2,1,2,2,3,1
6,2.25296813147268,2,3,1,2,2,1
6,0.268063338099538,1,3,2,3,2,3
6,1.42787870172323,1,1,4,4,2,2
6,0.914058315229953,1,3,2,2,2,2
6,3.24527229750776,1,1,2,3,2,1
6,0.379791715455543,1,1,2,8,1,8
6,2.7332606693408,2,1,8,2,2,2
6,0.477037693661134,3,8,2,2,3,8
6,0.668481859081514,1,3,4,4,2,2
6,1.18345842009572,2,3,3,8,8,3
6,0.379791715455543,1,1,4,8,2,2
6,0.645221003527382,2,3,4,3,1,3
6,0.620830828972905,2,1,2,2,2,4
6,1.19653151039893,1,2,2,2,4,2
6,1.62663150306353,1,3,2,4,1,2
6,3.24527229750776,2,2,3,1,4,1
6,2.29056740763403,2,3,2,2,1,3
6,0.477037693661134,2,2,3,3,1,3
6,0.379791715455543,1,1,3,3,2,2
6,2.31589643333188,2,3,2,4,2,4
6,0.834194368804399,1,1,3,4,2,3
6,1.93134237592444,3,2,1,1,4,1
6,0.383987090052786,1,1,1,1,3,1
6,1.13567125980902,2,3,2,3,2,3
6,0.857494492013443,1,3,3,4,3,3
6,0.383987090052786,1,1,3,4,3,3
6,0.268063338099538,2,3,2,2,3,2
6,1.19653151039893,2,3,2,2,4,2
6,0.383987090052786,1,3,3,3,3,3
6,0.779795068598939,2,3,3,3,4,2
6,1.03706127628957,3,2,8,4,8,4
6,0.620830828972905,2,3,2,2,2,2
6,0.834194368804399,2,3,2,2,2,2
6,0.278594567063667,2,2,2,2,3,2
6,0.379791715455543,2,2,2,2,2,2
6,1.13567125980902,2,2,8,8,2,8
6,0.394712344074502,2,3,1,4,1,1
6,2.20398104637864,2,2,9,9,9,9
6,1.18345842009572,2,2,9,9,9,2
6,0.379791715455543,2,2,2,1,1,1
6,1.98528725615946,2,1,2,2,1,1
6,1.40171308286139,1,1,3,4,1,2
6,1.45224622634328,1,3,4,4,2,3
6,0.620830828972905,1,1,2,2,2,1
6,1.49417577709173,1,3,3,3,2,2
6,0.694744068476743,1,2,2,3,1,2
6,0.949968326171763,1,2,3,3,3,2
6,0.731975175399763,1,3,2,3,2,2
6,0.620830828972905,2,3,2,2,2,2
6,0.914058315229953,1,3,3,4,3,3
6,1.60885921679711,1,1,2,3,2,2
6,0.675866253464484,1,2,2,3,3,2
6,1.22995217668292,3,3,2,8,8,8
6,0.383987090052786,1,3,3,3,3,3
6,0.675866253464484,1,3,1,4,2,2
6,1.10481242569991,2,3,3,3,3,3
6,1.40124891437995,3,2,4,4,3,4
6,0.620830828972905,2,3,1,2,2,1
6,0.723977744922967,2,3,2,4,2,8
6,2.40015440096513,2,3,2,2,2,2
6,0.645221003527382,1,3,1,1,1,1
6,0.443033274252025,2,2,3,9,2,8
6,0.620830828972905,1,3,2,4,1,8
6,0.825080109615206,1,1,3,4,3,2
6,1.40171308286139,2,1,2,2,1,2
6,0.268063338099538,2,1,3,3,2,2
6,1.50929967360071,1,1,3,4,4,4
6,0.394712344074502,2,2,2,2,4,2
6,2.49593249252017,3,3,2,3,1,1
6,0.477037693661134,2,3,2,2,4,1
6,0.477037693661134,2,2,8,3,2,2
6,1.10481242569991,2,2,2,2,2,2
6,0.379791715455543,1,1,4,4,1,2
6,2.29056740763403,2,2,2,4,4,4
6,0.731975175399763,2,2,1,3,4,3
6,0.620830828972905,1,3,4,4,4,4
6,1.02573052937896,1,3,4,4,4,4
6,2.49593249252017,2,1,3,1,1,2
6,0.825080109615206,1,3,4,4,2,8
6,0.694744068476743,1,3,8,1,4,8
6,0.383987090052786,2,3,2,2,2,2
6,0.471825664731624,2,3,3,1,4,2
6,0.383987090052786,2,2,3,4,2,3
6,0.383987090052786,1,3,1,1,1,1
6,0.723977744922967,1,2,3,3,3,3
6,0.471825664731624,1,3,2,2,2,2
6,0.271024503584061,2,2,3,3,3,8
6,0.694744068476743,1,2,2,2,2,2
6,0.723977744922967,2,3,8,8,8,8
6,0.438192771556284,1,3,4,4,4,4
6,0.620830828972905,1,1,2,3,2,2
6,0.779795068598939,1,2,2,8,2,2
6,0.801575749283947,2,2,3,1,3,2
6,0.268063338099538,2,1,2,3,2,2
6,1.10481242569991,1,2,2,2,2,1
6,1.34872654556738,1,1,3,4,2,3
6,0.438192771556284,2,3,2,8,1,2
6,0.771275166480861,1,3,2,3,2,4
6,0.834194368804399,2,1,1,1,1,1
6,0.668481859081514,2,3,2,3,2,2
6,0.268063338099538,1,1,1,2,1,2
6,1.67206541613515,1,3,2,3,2,3
6,0.627688845572699,1,3,2,8,8,8
6,0.675866253464484,3,3,2,3,2,2
6,0.455407764253166,2,3,4,2,2,3
6,0.668481859081514,2,3,2,1,3,8
6,0.438192771556284,2,3,2,2,2,2
6,1.10481242569991,2,2,8,8,8,8
6,0.752420184873059,1,2,2,2,2,8
6,0.92415547343551,1,3,3,4,2,3
6,0.857494492013443,1,3,3,4,1,1
6,1.09274144179036,2,3,2,4,2,1
6,2.22832735441669,3,2,8,1,2,2
6,1.03706127628957,2,2,2,3,2,2
6,0.278594567063667,1,2,2,3,3,2
6,0.438192771556284,2,2,3,3,3,3
6,0.949968326171763,1,3,2,4,2,8
6,2.37393074120124,2,3,3,2,3,4
6,0.752420184873059,1,3,2,3,4,1
6,1.13567125980902,1,1,2,4,2,2
6,0.752420184873059,2,3,2,3,3,3
6,0.825080109615206,1,3,3,4,1,2
6,1.02573052937896,3,3,2,2,4,2
6,1.10481242569991,1,3,1,1,1,1
6,0.443033274252025,2,3,2,2,2,2
6,0.278594567063667,1,3,4,4,3,4
6,2.25296813147268,2,3,1,1,1,1
6,1.45224622634328,2,2,8,4,8,8
6,0.731975175399763,2,2,2,4,1,2
6,0.825080109615206,2,1,2,2,4,3
6,1.51068121110708,2,1,3,4,1,3
6,2.22832735441669,2,2,2,2,3,2
6,0.394712344074502,2,3,3,3,2,2
6,0.620830828972905,1,1,3,2,2,2
6,0.620830828972905,2,2,2,2,1,2
6,0.771275166480861,2,2,4,4,1,3
6,0.752420184873059,1,2,3,3,4,3
6,2.25296813147268,2,3,2,2,3,4
6,1.34872654556738,1,1,1,1,2,4
6,0.825080109615206,1,1,2,2,2,4
6,2.29056740763403,2,2,2,3,4,2
6,0.620830828972905,2,3,4,4,2,1
6,0.801575749283947,3,8,8,8,8,8
6,0.438192771556284,2,3,2,4,2,3
6,0.490361970895938,1,2,3,3,2,3
6,2.22835260269051,1,2,2,2,1,1
6,0.379791715455543,1,3,3,4,4,3
6,0.438192771556284,2,3,4,4,2,4
6,3.24527229750776,1,2,3,3,3,3
6,1.22995217668292,2,3,3,4,3,3
6,0.471825664731624,1,3,2,3,8,2
6,0.825080109615206,1,1,1,1,8,1
6,1.69524396044894,3,3,2,2,2,2
6,0.438192771556284,2,3,2,1,8,3
6,1.98528725615946,1,2,8,8,8,8
6,0.271024503584061,2,3,2,3,1,2
6,0.731975175399763,2,2,8,2,8,8
6,0.620830828972905,2,3,2,3,2,2
6,3.15709068808275,2,3,2,3,4,2
6,1.09274144179036,1,3,8,8,8,8
6,0.825080109615206,1,3,8,8,8,8
6,0.278594567063667,1,1,1,1,1,1
6,0.731975175399763,3,1,1,2,4,1
6,0.675866253464484,1,3,2,3,2,2
6,0.438192771556284,2,2,2,4,2,2
6,1.34872654556738,2,3,4,4,2,2
6,0.645221003527382,1,3,4,8,2,2
6,0.779795068598939,2,3,2,2,3,2
6,0.620830828972905,1,1,4,4,2,3
6,0.668481859081514,1,2,4,4,4,4
6,0.779795068598939,2,3,2,8,2,2
6,3.24527229750776,2,2,2,8,2,2
6,1.10481242569991,2,1,2,2,2,2
6,3.15709068808275,2,1,8,8,8,8
6,1.10481242569991,1,2,4,3,2,2
6,3.24527229750776,2,8,2,2,2,2
6,0.645221003527382,1,3,2,8,3,2
6,0.645221003527382,2,3,2,2,2,3
6,1.13567125980902,1,3,2,2,4,2
6,2.49593249252017,1,3,2,2,2,2
6,0.752420184873059,2,2,2,2,2,2
6,1.13567125980902,2,3,2,9,2,2
6,0.825080109615206,2,3,3,4,3,3
6,0.694744068476743,2,3,4,4,2,2
6,0.731975175399763,2,3,1,2,1,1
6,0.694744068476743,3,1,1,2,2,2
6,1.13567125980902,1,3,2,4,4,2
6,0.268063338099538,2,2,8,8,3,8
6,0.471825664731624,2,3,8,8,8,2
6,0.857494492013443,1,1,2,2,2,2
6,0.438192771556284,2,3,8,8,2,1
6,0.490361970895938,1,1,2,8,2,2
6,1.67206541613515,1,3,3,1,3,4
6,0.271024503584061,2,2,2,2,4,2
6,0.455407764253166,2,3,3,4,2,2
6,0.438192771556284,1,3,4,3,2,2
6,0.278594567063667,1,2,3,3,2,3
6,2.31589643333188,2,3,2,2,2,2
6,2.56564710193491,2,3,2,2,2,2
6,1.03706127628957,2,2,2,2,3,2
6,0.668481859081514,1,1,2,3,3,3
6,0.627688845572699,1,2,2,2,2,2
6,1.06602773352843,1,2,1,1,4,4
6,0.834194368804399,2,2,4,8,3,2
6,0.438192771556284,1,3,1,2,1,1
6,0.834194368804399,1,3,4,4,4,4
6,0.801575749283947,2,3,8,8,8,8
6,0.645221003527382,1,3,4,4,4,4
6,1.46828848497874,2,3,2,2,2,2
6,1.36362527257387,2,1,1,1,2,2
6,0.645221003527382,2,3,3,4,2,4
6,0.627688845572699,1,2,3,4,8,4
6,3.24527229750776,1,3,1,2,3,2
6,1.40171308286139,1,3,2,2,2,8
6,1.50929967360071,1,2,2,2,2,2
6,3.24527229750776,1,1,2,3,2,2
6,2.40015440096513,3,2,3,3,4,3
6,0.278594567063667,1,3,2,3,2,3
6,3.24527229750776,2,3,3,4,3,2
6,0.271024503584061,1,2,1,2,2,2
6,1.10481242569991,2,3,8,8,2,1
6,1.10481242569991,2,2,2,2,1,1
6,0.379791715455543,1,1,2,3,2,2
6,0.771275166480861,2,2,2,2,3,3
6,2.46719380491528,3,3,2,2,2,2
6,1.40124891437995,3,2,2,2,3,1
6,0.438192771556284,2,2,2,4,1,4
6,0.443033274252025,1,3,3,8,8,2
6,0.477037693661134,2,2,8,4,4,8
6,0.379791715455543,2,3,2,4,2,4
6,0.857494492013443,1,1,3,3,3,4
6,0.443033274252025,2,2,3,3,2,8
6,0.627688845572699,2,2,4,2,2,2
6,0.379791715455543,2,3,3,4,2,8
6,0.278594567063667,1,3,3,1,2,2
6,1.13567125980902,2,1,2,1,4,2
6,1.98528725615946,2,3,1,1,8,8
6,1.45224622634328,2,3,2,2,3,1
6,0.731975175399763,3,3,1,2,3,1
6,1.36317371663153,3,1,1,4,2,4
6,1.36362527257387,2,3,2,3,3,2
6,0.914058315229953,1,3,2,4,1,2
6,0.694744068476743,2,3,4,4,2,2
6,1.03706127628957,2,2,3,4,3,3
6,0.438192771556284,2,2,8,8,8,8
6,0.471825664731624,1,3,3,1,2,3
6,3.24527229750776,3,2,3,4,1,2
6,0.771275166480861,3,2,3,8,3,2
6,0.271024503584061,2,3,3,3,3,3
6,0.477037693661134,1,1,4,4,2,4
6,0.694744068476743,2,2,3,4,2,3
6,1.09274144179036,2,3,1,1,1,1
6,0.379791715455543,1,3,3,3,2,2
6,0.268063338099538,2,3,2,2,2,2
6,0.779795068598939,2,3,8,8,8,2
6,0.379791715455543,1,2,1,4,1,4
6,0.627688845572699,2,2,2,2,2,2
6,0.438192771556284,2,3,2,9,2,2
6,0.383987090052786,1,3,3,3,3,4
6,0.771275166480861,2,2,4,4,2,2
6,0.723977744922967,2,2,2,8,1,4
6,1.46828848497874,3,3,2,2,2,2
6,1.09274144179036,2,3,3,1,3,1
6,1.19653151039893,2,1,1,2,1,1
6,0.443033274252025,2,2,2,3,2,2
6,1.36362527257387,2,3,4,4,3,4
6,2.29056740763403,2,2,2,2,2,2
6,1.13567125980902,2,3,2,2,1,1
